"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","0.04","1111","-0.04","0.11"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","0.62","248","0.46","0.78"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","0.39","119","0.16","0.62"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","0.83","129","0.61","1.05"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","0.63","67","0.32","0.93"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","0.42","30","-0.03","0.87"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","0.79","37","0.39","1.2"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","1.31","15","0.68","1.95"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","1.21","4","-0.03","2.44"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","1.35","11","0.61","2.1"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","0.42","72","0.12","0.71"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","0.1","35","-0.32","0.52"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","0.72","37","0.31","1.12"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","-0.3","1850","-0.36","-0.24"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","-0.42","970","-0.5","-0.34"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","-0.17","880","-0.25","-0.08"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","-0.2","1824","-0.25","-0.14"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","North Tyneside","Local authority","E08000022","Boys","All Pupils","-0.42","923","-0.5","-0.34"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","North Tyneside","Local authority","E08000022","Girls","All Pupils","0.03","901","-0.05","0.11"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","0.39","30","-0.07","0.84"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Boys","All Pupils","0.26","20","-0.29","0.81"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Girls","All Pupils","0.63","10","-0.15","1.42"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","-0.45","9","-1.27","0.38"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Boys","All Pupils","-0.88","8","-1.76","-0.01"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Girls","All Pupils","3.05","1","0.58","5.53"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","0.95","4","-0.29","2.18"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Boys","All Pupils","0.39","2","-1.36","2.14"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Girls","All Pupils","1.51","2","-0.24","3.26"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","0.45","26","-0.04","0.93"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Boys","All Pupils","0.04","13","-0.65","0.73"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Girls","All Pupils","0.85","13","0.17","1.54"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","-0.22","1738","-0.28","-0.16"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Boys","All Pupils","-0.44","871","-0.53","-0.36"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Girls","All Pupils","0.01","867","-0.08","0.09"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South Tyneside","Local authority","E08000023","All Pupils","All Pupils","-0.26","1436","-0.32","-0.19"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South Tyneside","Local authority","E08000023","Boys","All Pupils","-0.5","710","-0.59","-0.4"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South Tyneside","Local authority","E08000023","Girls","All Pupils","-0.02","726","-0.11","0.07"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","All Pupils","All Pupils","0.65","52","0.3","0.99"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Boys","All Pupils","0.62","21","0.08","1.16"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Girls","All Pupils","0.66","31","0.22","1.11"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","All Pupils","All Pupils","0.42","7","-0.52","1.35"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Boys","All Pupils","-0.51","4","-1.75","0.72"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Girls","All Pupils","1.66","3","0.23","3.09"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","All Pupils","All Pupils","1.63","1","-0.84","4.11"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Boys","All Pupils","1.63","1","-0.84","4.11"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","All Pupils","All Pupils","-0.06","23","-0.58","0.45"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Boys","All Pupils","-0.6","13","-1.29","0.09"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Girls","All Pupils","0.63","10","-0.15","1.42"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","All Pupils","All Pupils","-0.26","1314","-0.33","-0.19"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Boys","All Pupils","-0.48","640","-0.58","-0.38"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Tyneside","Local authority","E08000023","Girls","All Pupils","-0.05","674","-0.14","0.05"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Sunderland","Local authority","E08000024","All Pupils","All Pupils","-0.37","2573","-0.42","-0.32"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Sunderland","Local authority","E08000024","Boys","All Pupils","-0.59","1290","-0.66","-0.52"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Sunderland","Local authority","E08000024","Girls","All Pupils","-0.15","1283","-0.22","-0.08"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","All Pupils","All Pupils","0.82","89","0.56","1.08"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Boys","All Pupils","0.7","39","0.3","1.1"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Girls","All Pupils","0.91","50","0.56","1.26"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","All Pupils","All Pupils","0.34","14","-0.32","1"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Boys","All Pupils","-0.05","8","-0.93","0.82"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Girls","All Pupils","0.86","6","-0.15","1.87"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","All Pupils","All Pupils","0.57","4","-0.67","1.8"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Boys","All Pupils","0.27","3","-1.16","1.7"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Girls","All Pupils","1.45","1","-1.03","3.92"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","All Pupils","All Pupils","-0.35","30","-0.81","0.1"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Boys","All Pupils","-0.73","14","-1.39","-0.07"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Girls","All Pupils","-0.03","16","-0.65","0.59"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","All Pupils","All Pupils","-0.42","2423","-0.47","-0.37"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Boys","All Pupils","-0.63","1221","-0.7","-0.56"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Sunderland","Local authority","E08000024","Girls","All Pupils","-0.21","1202","-0.28","-0.14"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Gateshead","Local authority","E08000037","All Pupils","All Pupils","-0.25","1851","-0.3","-0.19"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Gateshead","Local authority","E08000037","Boys","All Pupils","-0.47","940","-0.55","-0.39"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Gateshead","Local authority","E08000037","Girls","All Pupils","-0.02","911","-0.1","0.06"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","All Pupils","All Pupils","0.54","39","0.15","0.94"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","Boys","All Pupils","0.4","27","-0.08","0.87"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","Girls","All Pupils","0.87","12","0.16","1.59"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","All Pupils","All Pupils","0.13","15","-0.51","0.77"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","Boys","All Pupils","0.39","8","-0.49","1.26"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","Girls","All Pupils","-0.16","7","-1.1","0.77"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","All Pupils","All Pupils","0.47","5","-0.63","1.58"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","Boys","All Pupils","0.84","1","-1.64","3.31"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","Girls","All Pupils","0.38","4","-0.86","1.62"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Gateshead","Local authority","E08000037","All Pupils","All Pupils","-0.03","20","-0.58","0.53"
