"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard error","Lower CI","Upper CI"
"Confidence in police - Crime Survey England and Wales","White Other","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","84.6","%","1641","0.891458296","82.48508815","86.67850797"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.9","%","86","4.31771505","69.79020064","90.10073224"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.3","%","1770","0.962310611","77.07784807","81.60455718"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.7","%","133","3.66486286","68.09442921","85.3339441"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.8","%","882","1.498841723","69.24671623","76.29726769"
"Confidence in police - Crime Survey England and Wales","Black African","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.2","%","518","1.782324653","75.03944781","83.42350298"
"Confidence in police - Crime Survey England and Wales","Black Caribbean","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","62.1","%","303","2.78717961","55.5352043","68.64609719"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.5","%","171","3.031707157","73.33738406","87.59853453"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","15","?","?","?"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.6","%","712","1.482697847","77.08628213","84.0608928"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.2","%","359","2.364189503","66.65222147","77.77336889"
"Confidence in police - Crime Survey England and Wales","Mixed White and Asian","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.0","%","93","4.429532335","65.5676905","86.4042106"
"Confidence in police - Crime Survey England and Wales","Mixed White and Black African","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","44","?","?","?"
"Confidence in police - Crime Survey England and Wales","Mixed White and Black Caribbean","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","66.2","%","132","4.11800619","56.48687358","75.8579747"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.5","%","241","2.550861309","74.52640712","86.52565872"
"Confidence in police - Crime Survey England and Wales","Pakistani","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","74.8","%","425","2.106343069","69.83318678","79.74142458"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.7","%","31627","0.23021709","78.15995599","79.24289718"
"Confidence in police - Crime Survey England and Wales","White British","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.3","%","29685","0.239396167","77.69887702","78.82499659"
"Confidence in police - Crime Survey England and Wales","White Irish","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.4","%","286","2.34801414","74.86222458","85.90728309"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.7","%","33015","0.236064038","75.13910575","76.24955099"
"Confidence in police - Crime Survey England and Wales","Asian Other","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.8","%","320","2.199994151","75.66727772","86.0160502"
"Confidence in police - Crime Survey England and Wales","Black Other","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","65.1","%","57","6.314272334","50.22888448","79.93122154"
"Confidence in police - Crime Survey England and Wales","Any Other","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.9","%","149","3.643076298","64.28911495","81.42614585"
"Confidence in police - Crime Survey England and Wales","Mixed Other","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","58.6","%","75","5.686968802","45.24857187","72.00007312"
"Confidence in police - Crime Survey England and Wales","White Other","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.5","%","1403","1.037442192","79.02372973","83.9038578"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.5","%","82","4.198779001","72.59539574","92.34645216"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.2","%","1626","1.024483794","75.75784188","80.57701365"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.4","%","122","3.451278521","74.2371682","90.47198236"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","70.6","%","894","1.52396344","67.00001744","74.16874146"
"Confidence in police - Crime Survey England and Wales","Black African","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.9","%","523","1.842970211","72.56533406","81.23466594"
"Confidence in police - Crime Survey England and Wales","Black Caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","60.1","%","314","2.762999109","53.64403329","66.6411811"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","77.5","%","134","3.609869386","68.96546023","85.94628583"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","10","?","?","?"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.6","%","665","1.534352631","76.95967874","84.17727352"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","64.5","%","304","2.745296541","57.99496407","70.908839"
"Confidence in police - Crime Survey England and Wales","Mixed White and Asian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","73.3","%","87","4.742827547","62.14693083","84.45719161"
"Confidence in police - Crime Survey England and Wales","Mixed White and Black African","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","44","?","?","?"
"Confidence in police - Crime Survey England and Wales","Mixed White and Black Caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","68.0","%","98","4.713682718","56.87329389","79.04645739"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.5","%","231","2.789592771","69.9416658","83.0639102"
"Confidence in police - Crime Survey England and Wales","Pakistani","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.5","%","385","2.301676752","66.0429096","76.86999705"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","29917","0.247348164","75.29572942","76.45925518"
"Confidence in police - Crime Survey England and Wales","White British","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.5","%","28209","0.256205365","74.85968502","76.06487505"
"Confidence in police - Crime Survey England and Wales","White Irish","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.1","%","295","2.326444879","74.58411614","85.52771285"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","35075","0.228495531","75.32233421","76.39717718"
"Confidence in police - Crime Survey England and Wales","Asian Other","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.3","%","344","2.057535046","77.46691598","87.14556084"
"Confidence in police - Crime Survey England and Wales","Black Other","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","45","?","?","?"
"Confidence in police - Crime Survey England and Wales","Any Other","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.4","%","144","3.537372154","68.10220785","84.74200647"
"Confidence in police - Crime Survey England and Wales","Mixed Other","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","74.1","%","92","4.569801941","63.30916859","84.80551692"
"Confidence in police - Crime Survey England and Wales","White Other","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.3","%","1558","0.987755824","78.98046068","83.62686407"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.0","%","88","4.340792826","68.80530582","89.22439528"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.6","%","1805","0.964654405","76.37275622","80.91049055"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.2","%","137","3.866892126","62.15263202","80.34249258"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","70.5","%","946","1.483395492","66.96497209","73.94286448"
"Confidence in police - Crime Survey England and Wales","Black African","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.0","%","555","1.837212939","70.71245228","79.35470194"
"Confidence in police - Crime Survey England and Wales","Black Caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","62.4","%","346","2.603375707","56.32525324","68.57153256"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.9","%","168","3.251565651","69.2556612","84.55102602"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","12","?","?","?"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","83.3","%","759","1.354690929","80.08676916","86.45923529"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.5","%","336","2.462475134","65.71566765","77.29915068"
"Confidence in police - Crime Survey England and Wales","Mixed White and Asian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","74.9","%","80","4.850785395","63.4423206","86.2604151"
"Confidence in police - Crime Survey England and Wales","Mixed White and Black African","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","46","?","?","?"
"Confidence in police - Crime Survey England and Wales","Mixed White and Black Caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","68.9","%","118","4.26012024","58.9132982","78.95290381"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","77.4","%","232","2.746650208","70.92183866","83.84208124"
"Confidence in police - Crime Survey England and Wales","Pakistani","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.2","%","397","2.249069891","66.88785197","77.46747673"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","31725","0.240223579","75.30454686","76.43455858"
"Confidence in police - Crime Survey England and Wales","White British","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.5","%","29836","0.249154691","74.8666697","76.03869336"
"Confidence in police - Crime Survey England and Wales","White Irish","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.4","%","319","2.176489558","76.32708761","86.56529449"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","73.8","%","22784","0.2912892181","73.12226215","74.49248663"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","71.2","%","1608","1.129125628","68.55564038","73.86704733"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","83.3","%","1702","0.9048667268","81.13479577","85.39128885"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","71.9","%","567","1.887089905","67.48989297","76.36676388"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.0","%","68,454","0.1631265217","75.662845","76.430192"
