"Measure","Time","Time_type","Ethnicity","Industry","","Value","Value_type"," Denominator "," Numerator ","CI","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other Asian (inc. Chinese)","O-Q: Other services","SIC 92","4.9","%","285000","13900","8.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other Asian (inc. Chinese)","Workplace outside UK","SIC 92","-","%","285000","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","A-B: Agriculture & fishing","SIC 92","0.4","%","309500","1200","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","C,E: Energy & water","SIC 92","0.4","%","309500","1300","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","D: Manufacturing","SIC 92","8.7","%","309500","26900","6.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","F: Construction","SIC 92","3.9","%","309500","12000","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","G-H: Distribution, hotels & restaurants","SIC 92","22.7","%","309500","70300","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","I: Transport & communication","SIC 92","7.8","%","309500","24300","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","J-K: Banking, finance & insurance etc","SIC 92","17.7","%","309500","54800","7.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","L-N: Public admin, education & health","SIC 92","30.9","%","309500","95600","6.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","O-Q: Other services","SIC 92","7.4","%","309500","23000","7.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Other ethnic group","Workplace outside UK","SIC 92","-","%","309500","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","A-B: Agriculture & fishing","SIC 92","-","%","327400","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","C,E: Energy & water","SIC 92","0.8","%","327400","2600","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","D: Manufacturing","SIC 92","9.8","%","327400","31900","6.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","F: Construction","SIC 92","1.3","%","327400","4200","7.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","G-H: Distribution, hotels & restaurants","SIC 92","36.3","%","327400","118800","6.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","I: Transport & communication","SIC 92","15.6","%","327400","51100","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","J-K: Banking, finance & insurance etc","SIC 92","13.5","%","327400","44100","7.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","L-N: Public admin, education & health","SIC 92","20.1","%","327400","65700","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","O-Q: Other services","SIC 92","2.7","%","327400","8900","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","Pakistani/ Bangladehsi","Workplace outside UK","SIC 92","-","%","327400","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","A-B: Agriculture & fishing","SIC 92","1.3","%","25922700","343500","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","C,E: Energy & water","SIC 92","1.0","%","25922700","264000","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","D: Manufacturing","SIC 92","13.6","%","25922700","3536300","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","F: Construction","SIC 92","8.2","%","25922700","2136200","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","G-H: Distribution, hotels & restaurants","SIC 92","18.9","%","25922700","4891500","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","I: Transport & communication","SIC 92","6.7","%","25922700","1727500","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","J-K: Banking, finance & insurance etc","SIC 92","15.8","%","25922700","4106500","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","L-N: Public admin, education & health","SIC 92","28.2","%","25922700","7306200","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","O-Q: Other services","SIC 92","6.2","%","25922700","1607900","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White","Workplace outside UK","SIC 92","0.0","%","25922700","3100","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","A-B: Agriculture & fishing","SIC 92","1.3","%","24495600","328000","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","C,E: Energy & water","SIC 92","1.0","%","24495600","254400","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","D: Manufacturing","SIC 92","13.8","%","24495600","3376300","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","F: Construction","SIC 92","8.2","%","24495600","2018900","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","G-H: Distribution, hotels & restaurants","SIC 92","18.9","%","24495600","4618500","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","I: Transport & communication","SIC 92","6.7","%","24495600","1637700","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","J-K: Banking, finance & insurance etc","SIC 92","15.6","%","24495600","3827200","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","L-N: Public admin, education & health","SIC 92","28.3","%","24495600","6931500","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","O-Q: Other services","SIC 92","6.1","%","24495600","1500500","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White British","Workplace outside UK","SIC 92","0.0","%","24495600","2700","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","A-B: Agriculture & fishing","SIC 92","1.1","%","1427100","15600","2.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","C,E: Energy & water","SIC 92","0.7","%","1427100","9600","2.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","D: Manufacturing","SIC 92","11.2","%","1427100","160000","2.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","F: Construction","SIC 92","8.2","%","1427100","117300","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","G-H: Distribution, hotels & restaurants","SIC 92","19.1","%","1427100","273000","2.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","I: Transport & communication","SIC 92","6.3","%","1427100","89800","2.8","","","","","","","","","","","","","",""
