"Measure","Measure_Type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","confidence_interval","Numerator","Denominator","Samp_size"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","All","11.7","9.9","2400","20600","101"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","All","88.3","9.9","18200","20600","101"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","All","4.9","5.1","2000","41100","173"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","All","95.1","5.1","39100","41100","173"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","All","All","8.9","2.5","29200","326900","1289"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","All","All","90.7","2.5","296500","326900","1289"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","All","All","0.4","0.5","1300","326900","1289"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","All","Men","7.3","3.1","13200","179700","692"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","All","Men","92.3","3.1","165900","179700","692"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","All","Men","0.4","0.7","600","179700","692"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","All","Women","10.9","3.9","16000","147300","597"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","All","Women","88.7","4","130600","147300","597"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","All","Women","0.5","0.9","700","147300","597"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","East of England","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","London","All","6.2","3.1","10700","173600","563"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","London","All","93.2","3.3","161800","173600","563"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","London","All","0.7","1.1","1100","173600","563"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","London","Men","5.1","4","4800","93500","291"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","London","Men","94.2","4.2","88100","93500","291"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","London","Men","0.7","1.5","600","93500","291"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","London","Women","7.4","4.9","5900","80100","272"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","London","Women","91.9","5.1","73600","80100","272"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","London","Women","0.6","1.5","500","80100","272"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","All","10.8","7.5","3800","34900","163"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","All","89.2","7.5","31100","34900","163"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2014","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","All","All","8.8","0.8","241900","2760000","10796"
"Permanent","Employment Type","Other than White","White and other","2014","Year","All","All","90.9","0.9","2509700","2760000","10796"
"Unknown","Employment Type","Other than White","White and other","2014","Year","All","All","0.3","0.2","8300","2760000","10796"
"Temporary","Employment Type","Other than White","White and other","2014","Year","All","Men","8.6","1.2","124800","1455800","5481"
"Permanent","Employment Type","Other than White","White and other","2014","Year","All","Men","91","1.2","1325400","1455800","5481"
"Unknown","Employment Type","Other than White","White and other","2014","Year","All","Men","0.4","0.3","5700","1455800","5481"
"Temporary","Employment Type","Other than White","White and other","2014","Year","All","Women","9","1.2","117100","1304100","5315"
"Permanent","Employment Type","Other than White","White and other","2014","Year","All","Women","90.8","1.2","1184300","1304100","5315"
"Unknown","Employment Type","Other than White","White and other","2014","Year","All","Women","0.2","0.2","2700","1304100","5315"
"Temporary","Employment Type","Other than White","White and other","2014","Year","East Midlands","All","13","3.9","21100","162200","711"
"Permanent","Employment Type","Other than White","White and other","2014","Year","East Midlands","All","87","3.9","141200","162200","711"
"Unknown","Employment Type","Other than White","White and other","2014","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","East Midlands","Men","13.8","5.7","11600","84200","357"
"Permanent","Employment Type","Other than White","White and other","2014","Year","East Midlands","Men","86.2","5.7","72500","84200","357"
"Unknown","Employment Type","Other than White","White and other","2014","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","East Midlands","Women","12.1","5.4","9500","78100","354"
"Permanent","Employment Type","Other than White","White and other","2014","Year","East Midlands","Women","87.9","5.4","68600","78100","354"
"Unknown","Employment Type","Other than White","White and other","2014","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","East of England","All","9.1","3.2","17600","193400","785"
"Permanent","Employment Type","Other than White","White and other","2014","Year","East of England","All","90.8","3.2","175700","193400","785"
"Unknown","Employment Type","Other than White","White and other","2014","Year","East of England","All","0.1","0.3","100","193400","785"
"Temporary","Employment Type","Other than White","White and other","2014","Year","East of England","Men","9.8","4.6","9800","100100","405"
"Permanent","Employment Type","Other than White","White and other","2014","Year","East of England","Men","90.2","4.6","90300","100100","405"
"Unknown","Employment Type","Other than White","White and other","2014","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","East of England","Women","8.4","4.4","7800","93300","380"
"Permanent","Employment Type","Other than White","White and other","2014","Year","East of England","Women","91.5","4.4","85300","93300","380"
"Unknown","Employment Type","Other than White","White and other","2014","Year","East of England","Women","0.1","0.6","100","93300","380"
"Temporary","Employment Type","Other than White","White and other","2014","Year","London","All","7.7","1.4","90600","1180600","3567"
"Permanent","Employment Type","Other than White","White and other","2014","Year","London","All","91.8","1.4","1083400","1180600","3567"
"Unknown","Employment Type","Other than White","White and other","2014","Year","London","All","0.6","0.4","6600","1180600","3567"
"Temporary","Employment Type","Other than White","White and other","2014","Year","London","Men","7","1.9","42800","607500","1720"
"Permanent","Employment Type","Other than White","White and other","2014","Year","London","Men","92.1","2","559800","607500","1720"
"Unknown","Employment Type","Other than White","White and other","2014","Year","London","Men","0.8","0.7","4900","607500","1720"
"Temporary","Employment Type","Other than White","White and other","2014","Year","London","Women","8.3","2","47800","573100","1847"
"Permanent","Employment Type","Other than White","White and other","2014","Year","London","Women","91.4","2","523600","573100","1847"
"Unknown","Employment Type","Other than White","White and other","2014","Year","London","Women","0.3","0.4","1700","573100","1847"
"Temporary","Employment Type","Other than White","White and other","2014","Year","North East","All","13.4","6.5","4300","32000","261"
"Permanent","Employment Type","Other than White","White and other","2014","Year","North East","All","86.6","6.5","27700","32000","261"
"Unknown","Employment Type","Other than White","White and other","2014","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","North East","Men","14.5","9.3","2500","17500","136"
"Permanent","Employment Type","Other than White","White and other","2014","Year","North East","Men","85.5","9.3","15000","17500","136"
"Unknown","Employment Type","Other than White","White and other","2014","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","North East","Women","12","9","1700","14500","125"
"Permanent","Employment Type","Other than White","White and other","2014","Year","North East","Women","88","9","12700","14500","125"
"Unknown","Employment Type","Other than White","White and other","2014","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","North West","All","10","2.8","21700","216200","1125"
"Permanent","Employment Type","Other than White","White and other","2014","Year","North West","All","89.8","2.8","194200","216200","1125"
"Unknown","Employment Type","Other than White","White and other","2014","Year","North West","All","0.2","0.4","300","216200","1125"
"Temporary","Employment Type","Other than White","White and other","2014","Year","North West","Men","10.1","3.7","12500","123600","627"
"Permanent","Employment Type","Other than White","White and other","2014","Year","North West","Men","89.7","3.8","110900","123600","627"
"Unknown","Employment Type","Other than White","White and other","2014","Year","North West","Men","0.2","0.5","200","123600","627"
"Temporary","Employment Type","Other than White","White and other","2014","Year","North West","Women","9.9","4.1","9200","92700","498"
"Permanent","Employment Type","Other than White","White and other","2014","Year","North West","Women","90","4.2","83400","92700","498"
"Unknown","Employment Type","Other than White","White and other","2014","Year","North West","Women","0.2","0.6","200","92700","498"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Scotland","All","11.2","5.2","7900","70700","359"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Scotland","All","88.7","5.2","62700","70700","359"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Scotland","All","0.1","0.5","100","70700","359"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Scotland","Men","12.4","7.4","4900","39300","189"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Scotland","Men","87.6","7.4","34400","39300","189"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Scotland","Women","9.8","7.1","3100","31400","170"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Scotland","Women","90","7.1","28300","31400","170"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Scotland","Women","0.2","1.1","100","31400","170"
"Temporary","Employment Type","Other than White","White and other","2014","Year","South East","All","8","2.2","23800","298800","1495"
"Permanent","Employment Type","Other than White","White and other","2014","Year","South East","All","91.9","2.2","274600","298800","1495"
"Unknown","Employment Type","Other than White","White and other","2014","Year","South East","All","0.1","0.3","400","298800","1495"
"Temporary","Employment Type","Other than White","White and other","2014","Year","South East","Men","6.3","2.8","9700","152900","750"
"Permanent","Employment Type","Other than White","White and other","2014","Year","South East","Men","93.4","2.8","142800","152900","750"
"Unknown","Employment Type","Other than White","White and other","2014","Year","South East","Men","0.3","0.6","400","152900","750"
"Temporary","Employment Type","Other than White","White and other","2014","Year","South East","Women","9.7","3.4","14100","146000","745"
"Permanent","Employment Type","Other than White","White and other","2014","Year","South East","Women","90.3","3.4","131800","146000","745"
"Unknown","Employment Type","Other than White","White and other","2014","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","South West","All","9.3","4.3","9000","96100","430"
"Permanent","Employment Type","Other than White","White and other","2014","Year","South West","All","90.3","4.4","86800","96100","430"
"Unknown","Employment Type","Other than White","White and other","2014","Year","South West","All","0.4","0.9","400","96100","430"
"Temporary","Employment Type","Other than White","White and other","2014","Year","South West","Men","8.1","5.6","4300","53400","227"
"Permanent","Employment Type","Other than White","White and other","2014","Year","South West","Men","91.9","5.6","49100","53400","227"
"Unknown","Employment Type","Other than White","White and other","2014","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","South West","Women","10.9","6.8","4700","42700","203"
"Permanent","Employment Type","Other than White","White and other","2014","Year","South West","Women","88.3","7","37600","42700","203"
"Unknown","Employment Type","Other than White","White and other","2014","Year","South West","Women","0.8","2","400","42700","203"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Wales","All","11.3","5.4","4200","37600","332"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Wales","All","88.4","5.4","33300","37600","332"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Wales","All","0.3","0.9","100","37600","332"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Wales","Men","12.3","7.8","2500","20200","171"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Wales","Men","87.7","7.8","17800","20200","171"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Wales","Women","10.1","7.4","1800","17400","161"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Wales","Women","89.3","7.5","15500","17400","161"
"Unknown","Employment Type","Other than White","White and other","2014","Year","Wales","Women","0.6","1.9","100","17400","161"
"Temporary","Employment Type","Other than White","White and other","2014","Year","West Midlands","All","7.4","2.4","22800","305800","1125"
"Permanent","Employment Type","Other than White","White and other","2014","Year","West Midlands","All","92.5","2.4","282800","305800","1125"
"Unknown","Employment Type","Other than White","White and other","2014","Year","West Midlands","All","0.1","0.2","200","305800","1125"
"Temporary","Employment Type","Other than White","White and other","2014","Year","West Midlands","Men","8.6","3.6","14200","166000","582"
"Permanent","Employment Type","Other than White","White and other","2014","Year","West Midlands","Men","91.3","3.6","151600","166000","582"
"Unknown","Employment Type","Other than White","White and other","2014","Year","West Midlands","Men","0.1","0.4","200","166000","582"
"Temporary","Employment Type","Other than White","White and other","2014","Year","West Midlands","Women","6.1","3.2","8600","139800","543"
"Permanent","Employment Type","Other than White","White and other","2014","Year","West Midlands","Women","93.9","3.2","131300","139800","543"
"Unknown","Employment Type","Other than White","White and other","2014","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","All","11.4","4","18900","166500","606"
"Permanent","Employment Type","Other than White","White and other","2014","Year","Yorkshire and The Humber","All","88.6","4","147400","166500","606"
