"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Permanent exclusions","201213","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","0.084919874","31","36505"
"Permanent exclusions","201213","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","0.213068182","3","1408"
"Permanent exclusions","201213","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","0.049404063","24","48579"
"Permanent exclusions","201213","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.348373456","145","41622"
"Permanent exclusions","201213","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","0.187754478","172","91609"
"Permanent exclusions","201213","Academic Year","Other","ONS 5+1","England","Special","0","0","1097"
"Permanent exclusions","201213","Academic Year","Other","ONS 5+1","England","State-funded primary","0.007293015","4","54847"
"Permanent exclusions","201213","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.121512151","54","44440"
"Permanent exclusions","201213","Academic Year","Other","ONS 5+1","England","Total","0.057778132","58","100384"
"Permanent exclusions","201213","Academic Year","Pakistani","ONS 18+1","England","Special","0.02600104","1","3846"
"Permanent exclusions","201213","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.003411758","5","146552"
"Permanent exclusions","201213","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.102210069","114","111535"
"Permanent exclusions","201213","Academic Year","Pakistani","ONS 18+1","England","Total","0.045813242","120","261933"
"Permanent exclusions","201213","Academic Year","Total","ONS 5+1","England","Special","0.065863272","64","97171"
"Permanent exclusions","201213","Academic Year","Total","ONS 5+1","England","State-funded primary","0.015430731","665","4309582"
"Permanent exclusions","201213","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.121584278","3903","3210119"
"Permanent exclusions","201213","Academic Year","Total","ONS 5+1","England","Total","0.060812365","4632","7616872"
"Permanent exclusions","201213","Academic Year","Unclassified","ONS 18+1","England","Special","0.189035917","2","1058"
"Permanent exclusions","201213","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.025826446","6","23232"
"Permanent exclusions","201213","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.166509408","60","36034"
"Permanent exclusions","201213","Academic Year","Unclassified","ONS 18+1","England","Total","0.11272462","68","60324"
"Permanent exclusions","201213","Academic Year","White","ONS 5+1","England","Special","0.06976225","50","71672"
"Permanent exclusions","201213","Academic Year","White","ONS 5+1","England","State-funded primary","0.020268246","523","2580391"
"Permanent exclusions","201213","Academic Year","White","ONS 5+1","England","State-funded secondary","0.116551544","2951","2531927"
"Permanent exclusions","201213","Academic Year","White","ONS 5+1","England","Total","0.067978526","3524","5183990"
"Permanent exclusions","201213","Academic Year","White British","ONS 18+1","England","Special","0.071524493","49","68508"
"Permanent exclusions","201213","Academic Year","White British","ONS 18+1","England","State-funded primary","0.020671865","495","2394559"
"Permanent exclusions","201213","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.115244888","2757","2392297"
"Permanent exclusions","201213","Academic Year","White British","ONS 18+1","England","Total","0.067986664","3301","4855364"
"Permanent exclusions","201213","Academic Year","White Irish","ONS 18+1","England","Special","0","0","273"
"Permanent exclusions","201213","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.019910403","2","10045"
"Permanent exclusions","201213","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.158912333","18","11327"
"Permanent exclusions","201213","Academic Year","White Irish","ONS 18+1","England","Total","0.092400092","20","21645"
"Permanent exclusions","201213","Academic Year","White other","ONS 18+1","England","Special","0","0","2537"
"Permanent exclusions","201213","Academic Year","White other","ONS 18+1","England","State-funded primary","0.007406859","12","162012"
"Permanent exclusions","201213","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.110213683","134","121582"
"Permanent exclusions","201213","Academic Year","White other","ONS 18+1","England","Total","0.051025579","146","286131"
"Permanent exclusions","201112","Academic Year","All Ethnic Minorities","ONS 18+1","England","special","0.099886493","22","22025"
"Permanent exclusions","201112","Academic Year","All Ethnic Minorities","ONS 18+1","England","state-funded primary","0.015358118","140","911570"
"Permanent exclusions","201112","Academic Year","All Ethnic Minorities","ONS 18+1","England","state-funded secondary","0.14802546","1110","749871"
"Permanent exclusions","201112","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.075624212","1272","1682001"
"Permanent exclusions","201112","Academic Year","Asian","ONS 5+1","England","special","0.062554735","5","7993"
"Permanent exclusions","201112","Academic Year","Asian","ONS 5+1","England","state-funded primary","0.003240412","11","339463"
"Permanent exclusions","201112","Academic Year","Asian","ONS 5+1","England","state-funded secondary","0.071230398","200","280779"
"Permanent exclusions","201112","Academic Year","Asian","ONS 5+1","England","Total","0.034413591","216","627659"
"Permanent exclusions","201112","Academic Year","Asian other","ONS 18+1","England","special","0","0","1358"
"Permanent exclusions","201112","Academic Year","Asian other","ONS 18+1","England","state-funded primary","0.005605172","3","53522"
"Permanent exclusions","201112","Academic Year","Asian other","ONS 18+1","England","state-funded secondary","0.04875567","23","47174"
"Permanent exclusions","201112","Academic Year","Asian other","ONS 18+1","England","Total","0.02550645","26","101935"
"Permanent exclusions","201112","Academic Year","Bangladeshi","ONS 18+1","England","special","0","0","1163"
"Permanent exclusions","201112","Academic Year","Bangladeshi","ONS 18+1","England","state-funded primary","0.00350183","2","57113"
"Permanent exclusions","201112","Academic Year","Bangladeshi","ONS 18+1","England","state-funded secondary","0.09817265","44","44819"
"Permanent exclusions","201112","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.044659761","46","103001"
"Permanent exclusions","201112","Academic Year","Black","ONS 5+1","England","special","0.145932142","8","5482"
"Permanent exclusions","201112","Academic Year","Black","ONS 5+1","England","state-funded primary","0.023443125","42","179157"
"Permanent exclusions","201112","Academic Year","Black","ONS 5+1","England","state-funded secondary","0.239590753","370","154430"
"Permanent exclusions","201112","Academic Year","Black","ONS 5+1","England","Total","0.123981946","420","338759"
"Permanent exclusions","201112","Academic Year","Black African","ONS 18+1","England","special","0.126823082","4","3154"
"Permanent exclusions","201112","Academic Year","Black African","ONS 18+1","England","state-funded primary","0.010697094","12","112180"
"Permanent exclusions","201112","Academic Year","Black African","ONS 18+1","England","state-funded secondary","0.14912883","139","93208"
"Permanent exclusions","201112","Academic Year","Black African","ONS 18+1","England","Total","0.074408691","155","208309"
"Permanent exclusions","201112","Academic Year","Black Caribbean","ONS 18+1","England","special","0.203114421","3","1477"
"Permanent exclusions","201112","Academic Year","Black Caribbean","ONS 18+1","England","state-funded primary","0.056051298","25","44602"
"Permanent exclusions","201112","Academic Year","Black Caribbean","ONS 18+1","England","state-funded secondary","0.417773539","184","44043"
"Permanent exclusions","201112","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.235309788","212","90094"
"Permanent exclusions","201112","Academic Year","Black other","ONS 18+1","England","special","0.117508813","1","851"
"Permanent exclusions","201112","Academic Year","Black other","ONS 18+1","England","state-funded primary","0.022346369","5","22375"
"Permanent exclusions","201112","Academic Year","Black other","ONS 18+1","England","state-funded secondary","0.273589848","47","17179"
"Permanent exclusions","201112","Academic Year","Black other","ONS 18+1","England","Total","0.131331153","53","40356"
"Permanent exclusions","201112","Academic Year","Chinese","ONS 5+1","England","special","0","0","252"
"Permanent exclusions","201112","Academic Year","Chinese","ONS 5+1","England","state-funded primary","0","0","11771"
"Permanent exclusions","201112","Academic Year","Chinese","ONS 5+1","England","state-funded secondary","0.022364694","3","13414"
"Permanent exclusions","201112","Academic Year","Chinese","ONS 5+1","England","Total","0.01180266","3","25418"
"Permanent exclusions","201112","Academic Year","Gypsy/Roma","ONS 18+1","England","special","0.873362445","2","229"
"Permanent exclusions","201112","Academic Year","Gypsy/Roma","ONS 18+1","England","state-funded primary","0.062992126","6","9525"
"Permanent exclusions","201112","Academic Year","Gypsy/Roma","ONS 18+1","England","state-funded secondary","0.733346914","36","4909"
"Permanent exclusions","201112","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.300218341","44","14656"
"Permanent exclusions","201112","Academic Year","Indian","ONS 18+1","England","special","0.131839156","2","1517"
"Permanent exclusions","201112","Academic Year","Indian","ONS 18+1","England","state-funded primary","0.001156899","1","86438"
"Permanent exclusions","201112","Academic Year","Indian","ONS 18+1","England","state-funded secondary","0.020654881","17","82305"
"Permanent exclusions","201112","Academic Year","Indian","ONS 18+1","England","Total","0.011754265","20","170151"
"Permanent exclusions","201112","Academic Year","Irish Traveller","ONS 18+1","England","special","0","0","94"
"Permanent exclusions","201112","Academic Year","Irish Traveller","ONS 18+1","England","state-funded primary","0.063673989","2","3141"
"Permanent exclusions","201112","Academic Year","Irish Traveller","ONS 18+1","England","state-funded secondary","0.888099467","10","1126"
"Permanent exclusions","201112","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.275292498","12","4359"
"Permanent exclusions","201112","Academic Year","Mixed","ONS 5+1","England","special","0.073583517","3","4077"
"Permanent exclusions","201112","Academic Year","Mixed","ONS 5+1","England","state-funded primary","0.040159887","64","159363"
"Permanent exclusions","201112","Academic Year","Mixed","ONS 5+1","England","state-funded secondary","0.238410385","299","125414"
"Permanent exclusions","201112","Academic Year","Mixed","ONS 5+1","England","Total","0.126817809","366","288603"
"Permanent exclusions","201112","Academic Year","Mixed other","ONS 18+1","England","special","0","0","1532"
