"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Trip_Purpose","Value","Value_Type","Weighted_Sample_Stage_Distance","Unweighted_Sample_Stage_Distance","Weighted_Sample_Trips","Unweighted_Sample_Trips","Weighted_Sample_Individuals","Unweighted_Sample_Individuals","Notes"
"Average distance per year by trip purpose","2014/18","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Other escort","263","Miles per person per year","30430","26041","8042","7079","6026","5579",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Other including just walk","27","Miles per person per year","3090","2702","2832","2510","6026","5579",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Personal business","351","Miles per person per year","40593","36120","10329","8963","6026","5579",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Shopping","444","Miles per person per year","51289","41523","15836","12873","6026","5579",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","All Purposes","4179","Miles per person per year","195796","177981","36358","33248","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Business","317","Miles per person per year","14871","13466","1246","1163","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Commuting","1154","Miles per person per year","54065","47174","6551","5661","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Education / escort education","483","Miles per person per year","22643","22749","8150","8244","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Leisure","1117","Miles per person per year","52353","48538","5987","5496","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Other escort","271","Miles per person per year","12715","11140","3198","2926","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Other including just walk","15","Miles per person per year","712","638","727","689","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Personal business","487","Miles per person per year","22839","21157","5014","4553","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Shopping","333","Miles per person per year","15599","13120","5486","4516","2443","2362",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","All Purposes","5087","Miles per person per year","111666","98367","19802","17578","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Business","289","Miles per person per year","6346","5897","434","392","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Commuting","958","Miles per person per year","21037","17220","2463","1990","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Education / escort education","512","Miles per person per year","11247","10305","4343","4173","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Leisure","2173","Miles per person per year","47703","43414","4997","4602","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Other escort","452","Miles per person per year","9913","8808","2216","1982","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Other including just walk","36","Miles per person per year","789","694","1085","923","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Personal business","350","Miles per person per year","7681","6442","1632","1426","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Shopping","317","Miles per person per year","6949","5587","2633","2090","1145","1083",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","All Purposes","4308","Miles per person per year","84605","74189","15861","13798","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Business","276","Miles per person per year","5415","5104","523","447","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Commuting","1160","Miles per person per year","22789","19257","2918","2357","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Education / escort education","451","Miles per person per year","8861","8239","3457","3403","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Leisure","1219","Miles per person per year","23940","22113","2720","2475","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Other escort","330","Miles per person per year","6480","5526","1557","1309","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Other including just walk","26","Miles per person per year","511","451","611","522","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Personal business","365","Miles per person per year","7175","5766","1234","1061","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","Other ethnic group","ONS 2011 5+1","Shopping","480","Miles per person per year","9433","7734","2841","2224","1024","937",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","All Purposes","6875","Miles per person per year","8847465","8359654","1262541","1182036","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Business","646","Miles per person per year","831923","800302","41489","39647","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Commuting","1306","Miles per person per year","1680145","1501086","186506","163107","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Education / escort education","317","Miles per person per year","408414","396120","142742","139036","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Leisure","2803","Miles per person per year","3607164","3530765","338763","329687","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Other escort","465","Miles per person per year","597809","544401","113038","103005","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Other including just walk","55","Miles per person per year","70241","68236","73211","71155","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Personal business","491","Miles per person per year","632461","595262","119850","113456","67101","66549",""
"Average distance per year by trip purpose","2014/18","5-year rolling average","White","ONS 2011 5+1","Shopping","792","Miles per person per year","1019308","923482","246942","222943","67101","66549",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","All Purposes","6554","Miles per person per year","9535567","8935466","1396388","1298490","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Business","579","Miles per person per year","842235","808346","43344","41132","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Commuting","1293","Miles per person per year","1881940","1678589","208598","182131","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Education / escort education","334","Miles per person per year","486090","463989","175972","169492","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Leisure","2652","Miles per person per year","3858032","3736426","361300","349142","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Other escort","442","Miles per person per year","643073","584223","124192","113213","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Other including just walk","54","Miles per person per year","78306","74843","82196","79763","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Personal business","466","Miles per person per year","677905","637592","132643","125243","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","All ethnic groups","ONS 2011 5+1","Shopping","734","Miles per person per year","1067987","951459","268143","238374","75861","74412",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","All Purposes","4705","Miles per person per year","546061","479073","93954","82266","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Business","287","Miles per person per year","33335","30161","2203","1902","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Commuting","1334","Miles per person per year","154782","132793","17871","15026","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Education / escort education","408","Miles per person per year","47405","43805","20132","18903","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Leisure","1576","Miles per person per year","182956","164303","16259","14741","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Other escort","275","Miles per person per year","31924","27552","8457","7488","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Other including just walk","31","Miles per person per year","3587","3059","3125","2782","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Personal business","368","Miles per person per year","42668","37917","9994","8602","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Asian / Asian British","ONS 2011 5+1","Shopping","426","Miles per person per year","49405","39484","15914","12822","6052","5556",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","All Purposes","4066","Miles per person per year","192266","170811","36564","32843","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Business","356","Miles per person per year","16853","14681","1237","1114","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Commuting","1144","Miles per person per year","54085","46460","6777","5792","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Education / escort education","483","Miles per person per year","22835","22215","8287","8168","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Leisure","1074","Miles per person per year","50813","46302","6101","5515","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Other escort","265","Miles per person per year","12540","10707","3124","2808","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Other including just walk","15","Miles per person per year","695","608","721","672","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Personal business","400","Miles per person per year","18935","16967","4814","4305","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Black / African / Caribbean / Black British","ONS 2011 5+1","Shopping","328","Miles per person per year","15509","12871","5503","4469","2466","2327",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","All Purposes","5082","Miles per person per year","113131","99167","20435","17947","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Business","305","Miles per person per year","6794","6290","439","391","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Commuting","908","Miles per person per year","20209","16843","2367","1926","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Education / escort education","614","Miles per person per year","13661","12116","5001","4737","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Leisure","2193","Miles per person per year","48808","43877","5003","4550","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Other escort","430","Miles per person per year","9569","8441","2141","1893","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Other including just walk","36","Miles per person per year","790","690","1005","861","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Personal business","287","Miles per person per year","6389","5451","1561","1358","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Mixed / Multiple ethnic groups","ONS 2011 5+1","Shopping","310","Miles per person per year","6909","5458","2917","2231","1161","1081",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","All Purposes","4440","Miles per person per year","81795","72642","15478","13669","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Business","336","Miles per person per year","6197","5938","484","428","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Commuting","1142","Miles per person per year","21037","18358","2731","2256","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Education / escort education","470","Miles per person per year","8649","8044","3539","3517","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Leisure","1281","Miles per person per year","23592","21826","2623","2377","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Other escort","333","Miles per person per year","6126","5196","1624","1373","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Other including just walk","33","Miles per person per year","609","526","589","534","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Personal business","356","Miles per person per year","6565","5324","1203","1053","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","Other ethnic group","ONS 2011 5+1","Shopping","490","Miles per person per year","9019","7431","2684","2131","961","895",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","All Purposes","6878","Miles per person per year","8600033","8110921","1229460","1151222","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Business","623","Miles per person per year","778905","751103","38969","37285","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Commuting","1305","Miles per person per year","1631658","1463909","178829","157101","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Education / escort education","314","Miles per person per year","392864","376781","138895","134018","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Leisure","2840","Miles per person per year","3551142","3459334","331248","321877","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Other escort","466","Miles per person per year","582813","532179","108788","99582","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Other including just walk","58","Miles per person per year","72609","69943","76746","74903","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Personal business","482","Miles per person per year","603062","571643","115014","109865","65190","64519",""
"Average distance per year by trip purpose","2015/19","5-year rolling average","White","ONS 2011 5+1","Shopping","789","Miles per person per year","986979","886028","240971","216591","65190","64519",""
