"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Denominator","Numerator"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","Boys","67.2","12","806"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Buckinghamshire","Local authority","E10000002","Girls","78.9","12","947.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Windsor and Maidenhead","Local authority","E06000040","Girls","52.5","12","630"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Bath and North East Somerset","Local authority","E06000022","Girls","56.4","12","676.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","All","65.9","432","28487.02"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Isles of Scilly","Local authority","E06000053","Boys","!","12","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","Boys","28.4","12","341.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","All","59.8","121","7233.63"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Staffordshire","Local authority","E10000028","Girls","63.3","12","759.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","All","77.9","55","4282.01"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","All","60.2","222","13365.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Trafford","Local authority","E08000009","All","57.3","2116","121149.16"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Girls","58.1","12","697.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","North East Lincolnshire","Local authority","E06000012","Girls","48.6","12","583.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","North Lincolnshire","Local authority","E06000013","Boys","42.5","12","509.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Sheffield","Local authority","E08000019","Boys","57.1","12","685"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Derbyshire","Local authority","E10000007","Boys","62.5","11","687.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Boys","53","11","583"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Lewisham","Local authority","E09000023","Girls","72","11","792.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Southwark","Local authority","E09000028","Boys","60.5","11","665"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Westminster","Local authority","E09000033","Girls","67.1","11","738"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Darlington","Local authority","E06000005","Girls","56.5","11","622"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Middlesbrough","Local authority","E06000002","Boys","29","11","319.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Middlesbrough","Local authority","E06000002","Girls","50.4","11","554"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North Tyneside","Local authority","E08000022","Girls","49.5","11","544.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","All","48.8","3715","181208.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","South Tyneside","Local authority","E08000023","Boys","50.7","11","558"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","All","48.8","153","7462.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","All","46.5","51","2369.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","All","66","13","858.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","All","51.8","108","5596.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Oxfordshire","Local authority","E10000025","Girls","60.4","11","664"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","West Sussex","Local authority","E10000032","Girls","66.7","11","733.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bath and North East Somerset","Local authority","E06000022","Girls","46.8","11","515.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls","59.5","11","654"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","58.4","11","642.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Isles of Scilly","Local authority","E06000053","Boys","!","11","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","Girls","59.2","11","651"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","All","48.7","3363","163804.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North Yorkshire","Local authority","E10000023","Girls","42.1","11","463.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","All","47.4","3382","160315.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Leicestershire","Local authority","E10000018","Girls","65.8","10","658"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Northamptonshire","Local authority","E10000021","Girls","68.5","10","684.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","All","53.2","721","38378"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Redcar and Cleveland","Local authority","E06000003","Boys","44","10","440"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","Boys","42.5","10","424.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Cheshire East","Local authority","E06000049","Girls","66.3","10","663"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","All","48.2","188","9059"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Sefton","Local authority","E08000014","Boys","45.7","10","456.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","All","64.2","12","770.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Wirral","Local authority","E08000015","Boys","63.5","10","634.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Wirral","Local authority","E08000015","Girls","64.9","10","649"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","All","44.8","185","8286.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Croydon","Local authority","E09000008","Boys","69.3","10","693"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","East Sussex","Local authority","E10000011","Girls","52.8","10","527.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Devon","Local authority","E10000008","Boys","49.1","10","490.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","All","45.7","2184","99788.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North Somerset","Local authority","E06000024","Boys","42.5","10","424.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North Somerset","Local authority","E06000024","Girls","55.3","10","553.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","Girls","67.9","10","678.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","All","50","2693","134714.14"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Barnsley","Local authority","E08000016","Girls","43.6","10","436"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Nottinghamshire","Local authority","E10000024","Boys","69.3","9","624"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Cambridgeshire","Local authority","E10000003","Boys","79.9","9","719"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","All","53.4","722","38520"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Norfolk","Local authority","E10000020","Girls","57.4","9","516.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","All","47.9","638","30547.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","All","58.8","13","765"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","All","47.2","267","12609.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Newham","Local authority","E09000025","Boys","57","9","513"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Waltham Forest","Local authority","E09000031","All","50","921","46022.88"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","All","52.7","1865","98211"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","All","57","353","20113.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","Boys","46","9","414"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Stockton-on-Tees","Local authority","E06000004","Boys","56.4","9","508"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Cheshire West and Chester","Local authority","E06000050","Boys","46.6","9","419.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Knowsley","Local authority","E08000011","Boys","43.2","9","388.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Ealing","Local authority","E09000009","Boys","71.1","9","639.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","Boys","58.7","9","528"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Redbridge","Local authority","E09000026","Girls","77.2","9","695"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","All","46.8","500","23408"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","All","66","9","594"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","54.1","9","486.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","All","51.9","230","11943.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Wandsworth","Local authority","E09000032","All","55.7","630","35107.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","All","51.7","2418","124912.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Devon","Local authority","E10000008","Boys","57.2","9","515"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Dorset","Local authority","E06000059","Boys","54.6","9","491"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Gloucestershire","Local authority","E10000013","Boys","55.7","9","501"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Torbay","Local authority","E06000027","Girls","67.9","9","611"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","All","57.5","49","2816.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Telford and Wrekin","Local authority","E06000020","Boys","68.4","9","615.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Warwickshire","Local authority","E10000031","Girls","66.8","9","601"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","All","47.5","12","569.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Wakefield","Local authority","E08000036","Girls","67.9","9","611"
