"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Denominator","Numerator"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Girls"," 11-16","44.8","506","22663"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Girls"," 11-16","48.7","487","23739.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Girls"," 11-16","52.1","290","15103.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls"," 11-16","54.4","262","14245.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls"," 11-16","59.4","330","19587.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls"," 11-16","48.5","385","18673"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls"," 11-16","52.9","193","10203"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls"," 11-16","44.7","545","24339.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls"," 11-16","50.3","300","15083"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Girls"," 11-16","47.4","452","21416.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Girls"," 11-16","50.3","182","9151"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Girls"," 11-16","52.4","171","8953.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Girls"," 11-16","47.5","38","1803.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Girls"," 11-16","48.3","127","6138.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","Girls"," 11-16","52.9","251","13284.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","Girls"," 11-16","49.6","34","1685.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Girls"," 11-16","58.5","116","6781"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Girls"," 11-16","45.8","252","11535"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Girls"," 11-16","53.6","18","965.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Girls"," 11-16","46.7","52","2427"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Girls"," 11-16","51","1","51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Girls"," 11-16","58.9","190","11181.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Girls"," 11-16","52.8","90","4748.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Girls"," 11-16","47.6","208","9893.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Girls"," 11-16","48.2","74","3567"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Girls"," 11-16","48","22","1055.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","Girls"," 11-16","52.8","46","2430.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","Girls"," 11-16","53.5","89","4763"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Girls"," 11-16","52.3","24","1254.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Girls"," 11-16","41.8","67","2799.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Girls"," 11-16","59.1","12","709.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Girls"," 11-16","52.9","32","1692.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls"," 11-16","37.9","11","416.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls"," 11-16","49.9","14","699.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls"," 11-16","42.8","190","8127.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls"," 11-16","42.3","5","211.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls"," 11-16","58.7","5","293.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","Girls"," 11-16","40","5","200"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Girls"," 11-16","60.9","7","426"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Girls"," 11-16","41.8","8","334"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Girls"," 11-16","42.3","20","845.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Girls"," 11-16","44.4","28","1243.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Girls"," 11-16","48.3","28","1353.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","East Midlands","Region","E12000004","Girls"," 11-16","49.1","710","34837.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","West Midlands","Region","E12000005","Girls"," 11-16","46.3","1700","78780.39"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","East of England","Region","E12000006","Girls"," 11-16","50.7","1072","54322.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Inner London","Region","E12000007","Girls"," 11-16","47.7","4125","196922.76"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Outer London","Region","E12000007","Girls"," 11-16","50.3","4646","233749.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","South East","Region","E12000008","Girls"," 11-16","51.3","1169","60006.26"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","South West","Region","E12000009","Girls"," 11-16","44.8","362","16235.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","North East","Region","E12000001","Girls"," 11-16","49.2","113","5564.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","North West","Region","E12000002","Girls"," 11-16","48.8","1008","49206.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Yorkshire and The Humber","Region","E12000003","Girls"," 11-16","47.1","620","29200.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","48.9","15525","758826.05"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls"," 11-16","57.4","4","229.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls"," 11-16","40","2","80"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Girls"," 11-16","66.4","8","531"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","Girls"," 11-16","68","6","408"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Girls"," 11-16","67.8","3","203.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Girls"," 11-16","69","4","276"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Girls"," 11-16","69","2","138"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls"," 11-16","50","2","100"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls"," 11-16","60.4","8","483"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls"," 11-16","56.8","4","227"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls"," 11-16","67.3","10","673"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Girls"," 11-16","55.5","1","55.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Girls"," 11-16","65","1","65"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Girls"," 11-16","66.9","17","1137"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Girls"," 11-16","64.3","3","193"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Girls"," 11-16","86","1","86"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls"," 11-16","61","1","61"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls"," 11-16","60.7","5","303.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls"," 11-16","67.7","3","203"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","Girls"," 11-16","77","2","154"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Salford","Local authority","E08000006","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","Girls"," 11-16","55.5","7","388.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls"," 11-16","56.5","2","113"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls"," 11-16","64.2","6","385"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","Girls"," 11-16","74.3","8","594.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","Girls"," 11-16","68.5","2","137"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","Girls"," 11-16","48","1","48"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls"," 11-16","64.5","3","193.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls"," 11-16","68.9","24","1652.88"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls"," 11-16","58.3","4","233"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls"," 11-16","57.7","3","173"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Girls"," 11-16","69.3","3","208"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Girls"," 11-16","66.7","3","200"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","Girls"," 11-16","64.9","29","1882.51"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","Girls"," 11-16","57.6","19","1095.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","Girls"," 11-16","53.9","4","215.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","Girls"," 11-16","66","1","66"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","Girls"," 11-16","63.2","7","442.5"
