"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Denominator","Numerator"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Boys"," 11-16","47.3","77","3643.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Boys"," 11-16","41.7","122","5092.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Boys"," 11-16","47.5","107","5079.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Boys"," 11-16","46.5","78","3625"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys"," 11-16","47.2","102","4811"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys"," 11-16","51.6","192","9906"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys"," 11-16","44.3","96","4256"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","Boys"," 11-16","42.6","53","2260"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","Boys"," 11-16","48.4","328","15883.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys"," 11-16","45.8","42","1923"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Boys"," 11-16","48.5","111","5388.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Boys"," 11-16","46","1","46"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","Boys"," 11-16","41.9","149","6236.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","Boys"," 11-16","51.5","90","4636.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","Boys"," 11-16","41.1","189","7771"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","Boys"," 11-16","37.9","147","5568.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","Boys"," 11-16","47.6","126","5997.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","Boys"," 11-16","50.8","6","305"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys"," 11-16","40.2","15","602.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","Boys"," 11-16","39.2","129","5050.63"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","Boys"," 11-16","47.9","33","1581"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","Boys"," 11-16","44.5","117","5209.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Boys"," 11-16","39.6","115","4554.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Boys"," 11-16","41.6","51","2120.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Boys"," 11-16","46.2","44","2032.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Boys"," 11-16","40.7","90","3660.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Boys"," 11-16","50.2","117","5867.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys"," 11-16","50.9","126","6411.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys"," 11-16","43.9","73","3203.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Boys"," 11-16","45.5","243","11058"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Boys"," 11-16","48.3","416","20086.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Boys"," 11-16","39.8","89","3542"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Boys"," 11-16","42.5","115","4883"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Boys"," 11-16","36.2","72","2609.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Boys"," 11-16","44.8","84","3764"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys"," 11-16","50.1","66","3308"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Boys"," 11-16","45.9","119","5458.63"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Boys"," 11-16","45.6","91","4149.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys"," 11-16","51.7","56","2897.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Boys"," 11-16","40.8","131","5346.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Boys"," 11-16","42","155","6515.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Boys"," 11-16","43.9","110","4832"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Boys"," 11-16","40","106","4240"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys"," 11-16","54.6","198","10801"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys"," 11-16","51.1","109","5568"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys"," 11-16","46.8","103","4818.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys"," 11-16","48.8","152","7418.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys"," 11-16","42.3","290","12267.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys"," 11-16","46.3","98","4535"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Boys"," 11-16","46.7","157","7332.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Boys"," 11-16","48.9","184","8997"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Boys"," 11-16","49.4","118","5833.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Boys"," 11-16","49.5","65","3220.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Boys"," 11-16","49.2","80","3933.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","Boys"," 11-16","52.4","126","6600"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","Boys"," 11-16","51.5","89","4580.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Boys"," 11-16","58.8","117","6885.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Boys"," 11-16","41.2","104","4289.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys"," 11-16","50.9","30","1525.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Boys"," 11-16","47.1","188","8858.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Boys"," 11-16","44.4","17","754.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Boys"," 11-16","49.5","359","17760.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Boys"," 11-16","45.2","74","3346"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Boys"," 11-16","46.7","115","5372"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Boys"," 11-16","45.1","168","7579.88"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Boys"," 11-16","35.6","29","1033.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","Boys"," 11-16","40.3","54","2175.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","Boys"," 11-16","53.2","85","4526"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Boys"," 11-16","48.1","48","2309.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Boys"," 11-16","44.2","184","8130.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Boys"," 11-16","48.6","57","2768.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Boys"," 11-16","43.9","56","2459.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys"," 11-16","43.1","53","2281.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys"," 11-16","49.7","83","4123.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys"," 11-16","40.6","144","5851.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys"," 11-16","42.6","47","2003.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys"," 11-16","43.5","62","2696.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","Boys"," 11-16","44.2","27","1194.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Boys"," 11-16","45.9","35","1604.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Boys"," 11-16","48.1","53","2549.51"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Boys"," 11-16","36.7","55","2020.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Boys"," 11-16","43.6","55","2395.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Boys"," 11-16","50.3","16","804"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Boys"," 11-16","46.7","63","2942.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","East Midlands","Region","E12000004","Boys"," 11-16","41.7","1008","42040"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","West Midlands","Region","E12000005","Boys"," 11-16","42.4","1723","73114.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","East of England","Region","E12000006","Boys"," 11-16","45.5","1477","67184.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Inner London","Region","E12000007","Boys"," 11-16","44.6","1248","55674.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Outer London","Region","E12000007","Boys"," 11-16","47.9","2403","115118.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","South East","Region","E12000008","Boys"," 11-16","47.3","2235","105716.13"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","South West","Region","E12000009","Boys"," 11-16","44.7","847","37824.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North East","Region","E12000001","Boys"," 11-16","45.2","247","11154.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North West","Region","E12000002","Boys"," 11-16","44","1301","57273.89"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Yorkshire and The Humber","Region","E12000003","Boys"," 11-16","41.8","1015","42473.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","45","13504","607573.68"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys"," 11-16","43.2","2370","102286"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Boys"," 11-16","45.5","547","24881.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Boys"," 11-16","37.5","516","19348.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Boys"," 11-16","40.9","972","39740.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","Boys"," 11-16","43.1","966","41667"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Boys"," 11-16","43.7","1453","63536.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","Boys"," 11-16","40.7","735","29950.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Boys"," 11-16","41.2","719","29656.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Boys"," 11-16","44.4","930","41261"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Boys"," 11-16","39.9","1386","55241.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys"," 11-16","40","459","18362.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys"," 11-16","46","1761","81031.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys"," 11-16","44.2","1689","74604.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys"," 11-16","43.5","2358","102488.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Boys"," 11-16","43.4","673","29241"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Boys"," 11-16","31.3","473","14792"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Boys"," 11-16","43.3","5124","221949"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Boys"," 11-16","43.9","831","36487"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Boys"," 11-16","39.8","498","19838.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Boys"," 11-16","34.8","582","20281.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Boys"," 11-16","39.9","1167","46598.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys"," 11-16","40.1","822","32951"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","Boys"," 11-16","38.8","780","30261.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Salford","Local authority","E08000006","Boys"," 11-16","34.9","871","30400.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","Boys"," 11-16","41.8","1393","58160.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys"," 11-16","46.2","969","44745.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys"," 11-16","40.5","1343","54397"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","Boys"," 11-16","42.6","1928","82052.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","Boys"," 11-16","42","1575","66079.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","Boys"," 11-16","48.3","807","38970.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Boys"," 11-16","40","1005","40196.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys"," 11-16","43.4","2106","91408.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys"," 11-16","38.9","1098","42757"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys"," 11-16","41.7","1280","53436.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Boys"," 11-16","39.5","775","30598.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Boys"," 11-16","44","2595","114062.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys"," 11-16","43.9","643","28218.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","Boys"," 11-16","39.3","1915","75217.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","Boys"," 11-16","37.4","1025","38382.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","Boys"," 11-16","39.7","901","35732.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","Boys"," 11-16","42.5","850","36120.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","Boys"," 11-16","45.4","1148","52129.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","Boys"," 11-16","41.2","985","40597.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","Boys"," 11-16","52.5","1080","56648.64"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","Boys"," 11-16","45.7","1061","48532.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","Boys"," 11-16","42.9","1691","72548.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","Boys"," 11-16","44.9","1588","71267.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys"," 11-16","41","1021","41812.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Boys"," 11-16","40.2","1439","57862.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys"," 11-16","44.1","1506","66394"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Boys"," 11-16","42.5","1061","45119.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","Boys"," 11-16","42.2","1510","63757"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","Boys"," 11-16","43.4","2856","124070.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","Boys"," 11-16","41.7","646","26924.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","Boys"," 11-16","41.1","780","32070.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","Boys"," 11-16","45.8","2936","134493"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","Boys"," 11-16","41.9","1388","58213"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys"," 11-16","43.3","3572","154667.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","Boys"," 11-16","32.6","560","18262.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","Boys"," 11-16","48.6","821","39892.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","Boys"," 11-16","42","3196","134228"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","Boys"," 11-16","39.6","677","26813"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys"," 11-16","43","223","9578"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","Boys"," 11-16","50","325","16257"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","Boys"," 11-16","40.2","121","4860.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","Boys"," 11-16","49.8","323","16084"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Boys"," 11-16","51.2","178","9106.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Boys"," 11-16","40.6","547","22185.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Boys"," 11-16","45.3","292","13216.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Boys"," 11-16","45.4","1039","47194.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys"," 11-16","45.2","969","43781.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys"," 11-16","52.5","2027","106451.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys"," 11-16","42.8","2244","95942.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","Boys"," 11-16","39.9","758","30227.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","Boys"," 11-16","47.9","4385","209992"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys"," 11-16","43.9","1735","76208.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Boys"," 11-16","47.3","2947","139285.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Boys"," 11-16","46.9","9","422"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","Boys"," 11-16","42","3073","129045.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","Boys"," 11-16","43.1","3600","155073.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","Boys"," 11-16","42.4","3240","137494.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","Boys"," 11-16","38.3","826","31635.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","Boys"," 11-16","44.8","3530","158224.26"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","Boys"," 11-16","51.1","229","11705.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys"," 11-16","42.3","831","35149.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","Boys"," 11-16","39","962","37480.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","Boys"," 11-16","43.4","1373","59559.75"
