"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","50.4","Score out of 90","14347","722408.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","14.4","Score out of 90","1061","15292.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","34.5","Score out of 90","2065","71234"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","41.1","Score out of 90","5130","210626.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","48.5","Score out of 90","12343","598309.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","54.7","Score out of 90","12008","656482.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","53.8","Score out of 90","17438","938130.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","56.5","Score out of 90","6957","393317.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","54.6","Score out of 90","720","39342.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","53.6","Score out of 90","5227","280422.76"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","51.8","Score out of 90","4216","218494.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","54.4","Score out of 90","17252","937890.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","54.9","Score out of 90","1553","85253.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Hindu","!","Score out of 90","18","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","51.3","Score out of 90","13","667.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","61.2","Score out of 90","100","6115.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","53.4","Score out of 90","11835","631861.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","57.9","Score out of 90","304","17612.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","56.9","Score out of 90","3426","195079.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","!","Score out of 90","3","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","1.3","Score out of 90","186","240"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","45.6","Score out of 90","20","912.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","46.5","Score out of 90","95","4415.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","54.7","Score out of 90","804","43979"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","53.4","Score out of 90","15740","840223.76"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","75.8","Score out of 90","708","53688.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","33.1","Score out of 90","1810","59966.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","56.2","Score out of 90","15628","878164.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","56.2","Score out of 90","15628","878164.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","14.6","Score out of 90","379","5527.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","38","Score out of 90","1431","54439.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","48.4","Score out of 90","5067","245146.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","56","Score out of 90","12371","692984.51"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","52.2","Score out of 90","23240","1213953.14"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","47.5","Score out of 90","6478","307441.25"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","54.1","Score out of 90","16762","906511.89"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","48.5","Score out of 90","11552","560103.38"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","43.8","Score out of 90","3247","142284.75"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","50.3","Score out of 90","8305","417818.63"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","55.9","Score out of 90","11688","653849.76"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","51.1","Score out of 90","3231","165156.5"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","57.8","Score out of 90","8457","488693.26"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","44","Score out of 90","7142","314233.63"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","38.3","Score out of 90","2375","90982.88"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","46.8","Score out of 90","4767","223250.75"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","40.2","Score out of 90","3604","145003.75"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","34.9","Score out of 90","1190","41528.75"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","42.9","Score out of 90","2414","103475"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","47.8","Score out of 90","3538","169229.88"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","41.7","Score out of 90","1185","49454.13"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","50.9","Score out of 90","2353","119775.75"
