"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Oxfordshire","Local authority","E10000025","Girls","53","Score out of 90","69","3655.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Portsmouth","Local authority","E06000044","All","46.4","Score out of 90","62","2879.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Portsmouth","Local authority","E06000044","Boys","41.3","Score out of 90","33","1364.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Portsmouth","Local authority","E06000044","Girls","52.3","Score out of 90","29","1515.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Reading","Local authority","E06000038","All","49","Score out of 90","116","5685.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Reading","Local authority","E06000038","Boys","43.9","Score out of 90","65","2855.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Reading","Local authority","E06000038","Girls","55.5","Score out of 90","51","2830"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Slough","Local authority","E06000039","All","52","Score out of 90","201","10458"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Slough","Local authority","E06000039","Boys","48.4","Score out of 90","109","5272.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Slough","Local authority","E06000039","Girls","56.4","Score out of 90","92","5185.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Southampton","Local authority","E06000045","All","54.6","Score out of 90","61","3327.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Southampton","Local authority","E06000045","Boys","46.4","Score out of 90","24","1113.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Southampton","Local authority","E06000045","Girls","59.9","Score out of 90","37","2214.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Surrey","Local authority","E10000030","All","50.2","Score out of 90","259","12990.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Surrey","Local authority","E10000030","Boys","47","Score out of 90","137","6441"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Surrey","Local authority","E10000030","Girls","53.7","Score out of 90","122","6549.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","West Berkshire","Local authority","E06000037","All","52","Score out of 90","21","1091"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","West Berkshire","Local authority","E06000037","Boys","46","Score out of 90","12","551.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","West Berkshire","Local authority","E06000037","Girls","59.9","Score out of 90","9","539.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","West Sussex","Local authority","E10000032","All","45.4","Score out of 90","154","6993.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","West Sussex","Local authority","E10000032","Boys","43.4","Score out of 90","74","3211.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","West Sussex","Local authority","E10000032","Girls","47.3","Score out of 90","80","3782"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Windsor and Maidenhead","Local authority","E06000040","All","52.8","Score out of 90","43","2268.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Windsor and Maidenhead","Local authority","E06000040","Boys","45.6","Score out of 90","24","1095.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Windsor and Maidenhead","Local authority","E06000040","Girls","61.7","Score out of 90","19","1173"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Wokingham","Local authority","E06000041","All","58.3","Score out of 90","70","4078"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Wokingham","Local authority","E06000041","Boys","57.2","Score out of 90","39","2230"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Wokingham","Local authority","E06000041","Girls","59.6","Score out of 90","31","1848"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bath and North East Somerset","Local authority","E06000022","All","49.7","Score out of 90","21","1044"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bath and North East Somerset","Local authority","E06000022","Boys","41.1","Score out of 90","11","452"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bath and North East Somerset","Local authority","E06000022","Girls","59.2","Score out of 90","10","592"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","All","54.8","Score out of 90","25","1369.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","52.9","Score out of 90","14","740.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls","57.2","Score out of 90","11","629"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bristol, City of","Local authority","E06000023","All","45.6","Score out of 90","429","19550.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bristol, City of","Local authority","E06000023","Boys","42.6","Score out of 90","222","9452.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Bristol, City of","Local authority","E06000023","Girls","48.8","Score out of 90","207","10098.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Dorset","Local authority","E06000059","All","51.7","Score out of 90","7","362"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Dorset","Local authority","E06000059","Boys","52.7","Score out of 90","3","158"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Dorset","Local authority","E06000059","Girls","51","Score out of 90","4","204"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Gloucestershire","Local authority","E10000013","All","48.8","Score out of 90","100","4882"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Gloucestershire","Local authority","E10000013","Boys","44.9","Score out of 90","52","2336.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Gloucestershire","Local authority","E10000013","Girls","53","Score out of 90","48","2545.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Isles of Scilly","Local authority","E06000053","All","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Isles of Scilly","Local authority","E06000053","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Isles of Scilly","Local authority","E06000053","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","North Somerset","Local authority","E06000024","All","49.3","Score out of 90","33","1627.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","North Somerset","Local authority","E06000024","Boys","47.3","Score out of 90","16","756.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","North Somerset","Local authority","E06000024","Girls","51.3","Score out of 90","17","871.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Plymouth","Local authority","E06000026","All","45.3","Score out of 90","26","1177.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Plymouth","Local authority","E06000026","Boys","47.3","Score out of 90","14","661.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Plymouth","Local authority","E06000026","Girls","43","Score out of 90","12","515.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Somerset","Local authority","E10000027","All","50.5","Score out of 90","24","1212"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Somerset","Local authority","E10000027","Boys","48.2","Score out of 90","12","578.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Somerset","Local authority","E10000027","Girls","52.8","Score out of 90","12","633.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","South Gloucestershire","Local authority","E06000025","All","52.1","Score out of 90","60","3125.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","South Gloucestershire","Local authority","E06000025","Boys","53.2","Score out of 90","32","1701.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","South Gloucestershire","Local authority","E06000025","Girls","50.9","Score out of 90","28","1424"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Swindon","Local authority","E06000030","All","49.1","Score out of 90","67","3288.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Swindon","Local authority","E06000030","Boys","45.8","Score out of 90","38","1740"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Swindon","Local authority","E06000030","Girls","53.4","Score out of 90","29","1548.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Torbay","Local authority","E06000027","All","!","Score out of 90","1","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Torbay","Local authority","E06000027","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Torbay","Local authority","E06000027","Girls","!","Score out of 90","1","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Wiltshire","Local authority","E06000054","All","45","Score out of 90","50","2250.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Wiltshire","Local authority","E06000054","Boys","39.5","Score out of 90","28","1105.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Wiltshire","Local authority","E06000054","Girls","52","Score out of 90","22","1145"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Cornwall","Local authority","E06000052","All","37.6","Score out of 90","5","188"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Cornwall","Local authority","E06000052","Boys","48.7","Score out of 90","3","146"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Cornwall","Local authority","E06000052","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Devon","Local authority","E10000008","All","46.9","Score out of 90","12","562.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Devon","Local authority","E10000008","Boys","43.5","Score out of 90","7","304.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2020-2021","Academic year","Devon","Local authority","E10000008","Girls","51.5","Score out of 90","5","257.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","69.2","Score out of 90","2101","145288.51"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","67.4","Score out of 90","1025","69116.13"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","70.8","Score out of 90","1076","76172.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North East","Region","E12000001","All","70.4","Score out of 90","72","5065.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North East","Region","E12000001","Boys","69.5","Score out of 90","43","2990.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North East","Region","E12000001","Girls","71.6","Score out of 90","29","2075"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North West","Region","E12000002","All","68.2","Score out of 90","347","23656.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North West","Region","E12000002","Boys","66.2","Score out of 90","161","10660.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North West","Region","E12000002","Girls","69.9","Score out of 90","186","12995.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Yorkshire and The Humber","Region","E12000003","All","66.1","Score out of 90","166","10971.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Yorkshire and The Humber","Region","E12000003","Boys","64.8","Score out of 90","88","5706.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Yorkshire and The Humber","Region","E12000003","Girls","67.5","Score out of 90","78","5265.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East Midlands","Region","E12000004","All","67.7","Score out of 90","131","8869"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East Midlands","Region","E12000004","Boys","67.8","Score out of 90","61","4132.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East Midlands","Region","E12000004","Girls","67.7","Score out of 90","70","4736.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","West Midlands","Region","E12000005","All","69.1","Score out of 90","163","11261.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","West Midlands","Region","E12000005","Boys","67.5","Score out of 90","85","5736.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","West Midlands","Region","E12000005","Girls","70.8","Score out of 90","78","5525.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East of England","Region","E12000006","All","69.7","Score out of 90","255","17764.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East of England","Region","E12000006","Boys","67.5","Score out of 90","123","8298"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","East of England","Region","E12000006","Girls","71.7","Score out of 90","132","9466.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","London","Region","E12000007","All","70.8","Score out of 90","505","35737.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","London","Region","E12000007","Boys","69.1","Score out of 90","228","15753"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","London","Region","E12000007","Girls","72.1","Score out of 90","277","19984.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Inner London","Region","E13000001","All","67.5","Score out of 90","152","10255"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Inner London","Region","E13000001","Boys","62.1","Score out of 90","59","3662"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Inner London","Region","E13000001","Girls","70.9","Score out of 90","93","6593"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Outer London","Region","E13000002","All","72.2","Score out of 90","353","25482.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Outer London","Region","E13000002","Boys","71.5","Score out of 90","169","12091"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Outer London","Region","E13000002","Girls","72.8","Score out of 90","184","13391.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South East","Region","E12000008","All","69.6","Score out of 90","329","22885.26"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South East","Region","E12000008","Boys","67.6","Score out of 90","169","11431.88"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South East","Region","E12000008","Girls","71.6","Score out of 90","160","11453.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South West","Region","E12000009","All","68.2","Score out of 90","133","9076.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South West","Region","E12000009","Boys","65.8","Score out of 90","67","4406.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South West","Region","E12000009","Girls","70.8","Score out of 90","66","4670"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","County Durham","Local authority","E06000047","All","64.4","Score out of 90","14","902"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","County Durham","Local authority","E06000047","Boys","64.6","Score out of 90","8","517"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","County Durham","Local authority","E06000047","Girls","64.2","Score out of 90","6","385"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Darlington","Local authority","E06000005","All","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Darlington","Local authority","E06000005","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Darlington","Local authority","E06000005","Girls","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Gateshead","Local authority","E08000037","All","71.2","Score out of 90","7","498.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Gateshead","Local authority","E08000037","Boys","70","Score out of 90","3","210"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Gateshead","Local authority","E08000037","Girls","72.1","Score out of 90","4","288.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Hartlepool","Local authority","E06000001","All","71.4","Score out of 90","6","428.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Hartlepool","Local authority","E06000001","Boys","71.4","Score out of 90","6","428.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Hartlepool","Local authority","E06000001","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Middlesbrough","Local authority","E06000002","All","74.7","Score out of 90","3","224"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Middlesbrough","Local authority","E06000002","Boys","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Middlesbrough","Local authority","E06000002","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Newcastle upon Tyne","Local authority","E08000021","All","66","Score out of 90","17","1122.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Newcastle upon Tyne","Local authority","E08000021","Boys","65","Score out of 90","10","649.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Newcastle upon Tyne","Local authority","E08000021","Girls","67.6","Score out of 90","7","473"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Tyneside","Local authority","E08000022","All","80.3","Score out of 90","7","562"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Tyneside","Local authority","E08000022","Boys","78.7","Score out of 90","6","472"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","North Tyneside","Local authority","E08000022","Girls","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Northumberland","Local authority","E06000057","All","70.7","Score out of 90","3","212"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Northumberland","Local authority","E06000057","Boys","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Northumberland","Local authority","E06000057","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Redcar and Cleveland","Local authority","E06000003","All","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Redcar and Cleveland","Local authority","E06000003","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Redcar and Cleveland","Local authority","E06000003","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South Tyneside","Local authority","E08000023","All","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South Tyneside","Local authority","E08000023","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","South Tyneside","Local authority","E08000023","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Stockton-on-Tees","Local authority","E06000004","All","74.3","Score out of 90","8","594"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Stockton-on-Tees","Local authority","E06000004","Boys","71.6","Score out of 90","5","358"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Stockton-on-Tees","Local authority","E06000004","Girls","78.7","Score out of 90","3","236"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sunderland","Local authority","E08000024","All","72","Score out of 90","6","432"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sunderland","Local authority","E08000024","Boys","64.5","Score out of 90","3","193.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Sunderland","Local authority","E08000024","Girls","79.5","Score out of 90","3","238.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","All","69.5","Score out of 90","5","347.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","Boys","70","Score out of 90","3","210"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","All","51.2","Score out of 90","3","153.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","Boys","51.2","Score out of 90","3","153.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","All","57.7","Score out of 90","3","173"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","Boys","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","All","66.4","Score out of 90","50","3320.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","Boys","69.1","Score out of 90","20","1381.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","Girls","64.6","Score out of 90","30","1938.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","All","70.4","Score out of 90","5","352"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","Boys","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","Girls","74.7","Score out of 90","3","224"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","All","79.5","Score out of 90","3","238.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","Boys","79.5","Score out of 90","3","238.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","All","74.6","Score out of 90","5","373"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","Boys","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","Girls","77.3","Score out of 90","3","232"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","All","67.3","Score out of 90","6","404"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","Boys","63.8","Score out of 90","4","255"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","All","66.2","Score out of 90","17","1126"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","Boys","64.4","Score out of 90","5","322"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","Girls","67","Score out of 90","12","804"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","All","58.4","Score out of 90","9","525.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","Boys","56.9","Score out of 90","7","398"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","All","60","Score out of 90","19","1139.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","Boys","60.3","Score out of 90","9","542.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","Girls","59.7","Score out of 90","10","597"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","All","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","Girls","!","Score out of 90","1","!"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","All","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","All","64.4","Score out of 90","37","2381.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","Boys","57.8","Score out of 90","19","1097.75"
